iter	Logloss
114	0.1664691456
115	0.1655593841
116	0.1644143839
117	0.1633683274
118	0.1623342382
119	0.1613985807
120	0.1605572971
121	0.1593714417
122	0.158221469
123	0.1575294404
124	0.15634073
125	0.1555240448
126	0.1547464055
127	0.1536048731
128	0.1526914212
129	0.1514894376
130	0.1505368929
131	0.1497532896
132	0.148786373
133	0.1481263728
134	0.147322171
135	0.1463945149
136	0.1457851565
137	0.1450455995
138	0.1443525851
139	0.1435211784
140	0.1425738045
141	0.1419416739
142	0.1412236562
143	0.1404236401
144	0.1397023964
145	0.1388891854
146	0.138266703
147	0.1375145132
148	0.136637469
149	0.1362011197
150	0.1355236579
151	0.1349179904
152	0.1342653746
153	0.1335209472
154	0.1329842112
155	0.1322037624
156	0.131479464
157	0.1310617782
158	0.130316967
159	0.1296552085
160	0.1289675679
161	0.1283381951
162	0.1276379038
163	0.126939051
164	0.1262046542
165	0.1255430497
166	0.1248323138
167	0.1240716121
168	0.1233818138
169	0.1228867309
170	0.1224508351
171	0.1218189367
172	0.1211550693
173	0.1205596402
174	0.1199989716
175	0.1195775669
176	0.119017759
177	0.1183411087
178	0.1176735462
179	0.1171552072
180	0.1167000755
181	0.1160575208
182	0.1156928619
183	0.1149822245
184	0.1142401648
185	0.1136211991
186	0.1131470556
187	0.1127200599
188	0.1123606827
189	0.1119969347
190	0.1117008593
191	0.1112456169
192	0.1107411668
193	0.1102771626
194	0.1096021242
195	0.1091496167
196	0.1087125681
197	0.108148433
198	0.1077834697
199	0.1072483467
200	0.1067225701
201	0.1064547889
202	0.1058838356
203	0.105574308
204	0.1051478954
205	0.1045429697
206	0.1041658052
207	0.1038211322
208	0.1033586742
209	0.1029966044
210	0.1025708235
211	0.1022100785
212	0.1017507009
213	0.1012468724
214	0.100801715
215	0.1004682198
216	0.09991445558
217	0.09960694626
218	0.09901341472
219	0.09869423766
220	0.09825209275
221	0.09783517739
222	0.09753426856
223	0.09717316916
224	0.0967112446
225	0.0962831716
226	0.09601073745
227	0.09560394717
228	0.09514291912
229	0.09480122341
230	0.09447423385
231	0.09407868995
232	0.09373848025
233	0.09349974354
234	0.09319888512
235	0.0927979899
236	0.09245075032
237	0.09206828176
238	0.09162268137
239	0.09120589856
240	0.09088803493
241	0.09060227672
242	0.09034261164
243	0.09000895446
244	0.08974240991
245	0.08938243535
246	0.08905372785
247	0.08879214733
248	0.08846815377
249	0.08826069187
250	0.08793683127
251	0.08762053519
252	0.08719107352
253	0.08694577812
254	0.08667075871
255	0.08635297611
256	0.08609030516
257	0.08586761573
258	0.08569666454
259	0.08536392155
260	0.08507423385
261	0.08476211418
262	0.08442824492
263	0.08427148398
264	0.08395773233
265	0.0836770413
266	0.08340942078
267	0.08296573495
268	0.08267223873
269	0.08239683501
270	0.08223440404
271	0.08200095478
272	0.08172458092
273	0.08146882589
274	0.08117463168
275	0.08091507826
276	0.08074910581
277	0.08060585884
278	0.0804982333
279	0.0802130165
280	0.07991356739
281	0.07970414829
282	0.07949487208
283	0.07922565965
284	0.07891745553
285	0.07854758402
286	0.07829686992
287	0.07804240729
288	0.07776064222
289	0.07748631788
290	0.07726784848
291	0.07704673075
292	0.07689894357
293	0.07658758725
294	0.07637690913
295	0.0760792543
296	0.07592084902
297	0.07553680953
298	0.07533942597
299	0.07500286366
300	0.07479492772
301	0.07463582869
302	0.07441216897
303	0.07417199362
304	0.07391322225
305	0.07357063522
306	0.07331217966
307	0.0731536159
308	0.07290287329
309	0.07272138791
310	0.07255950137
311	0.07238406318
312	0.0722002085
313	0.07196934223
314	0.07185934562
315	0.07171080984
316	0.07141294011
317	0.07132794678
318	0.07115078388
319	0.07092829391
320	0.07068684867
321	0.07050626065
322	0.07032413718
323	0.07000531568
324	0.06982230215
325	0.06952617048
326	0.06929718596
327	0.06908425373
328	0.06896510135
329	0.06872742789
330	0.06860063991
331	0.06849355499
332	0.06834135969
333	0.06812487794
334	0.06794215465
335	0.06779084757
336	0.06757239095
337	0.0674774233
338	0.06727279241
339	0.06710231122
340	0.06691850814
341	0.06667728598
342	0.0663894432
343	0.06618508524
344	0.06590225315
345	0.06575548549
346	0.06550303388
347	0.0652325452
348	0.06507496872
349	0.06497606237
350	0.06473804131
351	0.06459061522
352	0.06438939951
353	0.06421298052
354	0.06407284725
355	0.06394203336
356	0.06373675372
357	0.06362340277
358	0.0635147905
359	0.06334853729
360	0.06316233148
361	0.06299302476
362	0.06279695756
363	0.0626693564
364	0.06248929034
365	0.06236351955
366	0.0622370658
367	0.06202717747
368	0.06177750828
369	0.0616073428
370	0.06138130058
371	0.06118208018
372	0.06101856951
373	0.06085225937
374	0.06071052134
375	0.06053533595
376	0.06043160014
377	0.06036827756
378	0.06022659721
379	0.06004783585
380	0.05993216518
381	0.05977177665
382	0.05966968407
383	0.0594767721
384	0.05936963217
385	0.0592145461
386	0.05906619637
387	0.05888265264
388	0.05876094855
389	0.0585882326
390	0.05839417789
391	0.05819701379
392	0.05807821641
393	0.0579034197
394	0.05773465824
395	0.05758483815
396	0.05745306659
397	0.05730554372
398	0.05719813861
399	0.05701820227
400	0.05684314754
401	0.05669821009
402	0.05655328285
403	0.05644595478
404	0.05619000102
405	0.05609204068
406	0.05598393925
407	0.05580601106
408	0.05573334124
409	0.05556984256
410	0.05545441486
411	0.05528949462
412	0.05520852359
413	0.05510561549
414	0.05495917624
415	0.05480930029
416	0.05461554438
417	0.05443832136
418	0.05428857796
419	0.0542050358
420	0.05413109557
421	0.05395387052
422	0.05380653524
423	0.05365569076
424	0.05349446592
425	0.05335331119
426	0.0532373621
427	0.05314429983
428	0.05300143063
429	0.0529272268
430	0.05280632883
431	0.0526363367
432	0.05249771097
433	0.05231472145
434	0.05224520976
435	0.05213075791
436	0.05198081988
437	0.05184058707
438	0.05172194159
439	0.051586728
440	0.05145972769
441	0.05131613277
442	0.05123116944
443	0.05115160046
444	0.05106359786
445	0.0509967965
446	0.05085500654
447	0.05077987534
448	0.05069618897
449	0.05058548649
450	0.05046307982
451	0.0503647724
452	0.05027728377
453	0.05011065169
454	0.05006208171
455	0.04994236366
456	0.04977035947
457	0.0496516829
458	0.04952104545
459	0.04936238448
460	0.04924964823
461	0.04912427197
462	0.04901297186
463	0.04889394122
464	0.04875600151
465	0.04868801184
466	0.04846552997
467	0.04838858894
468	0.04823290785
469	0.04811625569
470	0.04805305758
471	0.04796249505
472	0.04784084931
473	0.04769951896
474	0.04759237003
475	0.04745591441
476	0.04734803042
477	0.04724055022
478	0.04714361637
479	0.04701857725
480	0.04694130267
481	0.04678063533
482	0.04664277934
483	0.04653780119
484	0.04642375012
485	0.04634415846
486	0.04627043067
487	0.04616192203
488	0.04602551634
489	0.04594456834
490	0.04581592215
491	0.04568150232
492	0.04559997869
493	0.04544284362
494	0.04532452236
495	0.04519161982
496	0.04510537283
497	0.04496010126
498	0.04478642399
499	0.04467391714
500	0.04459299701
501	0.04448288076
502	0.04436709725
503	0.04425790448
504	0.04410665748
505	0.04396187186
506	0.04388498344
507	0.04376962767
508	0.04370262311
509	0.043648694
510	0.04359374654
511	0.04346467928
512	0.04340726191
513	0.04329446878
514	0.04318828906
515	0.04312314457
516	0.04305195971
517	0.04292609172
518	0.04284569602
519	0.04268206709
520	0.0426016385
521	0.04244003578
522	0.04231161217
523	0.04222587797
524	0.04213391931
525	0.04206995133
526	0.04197376582
527	0.04183470795
528	0.04172653886
529	0.04165668001
530	0.04153607126
531	0.04147952951
532	0.04134184469
533	0.04125644525
534	0.04116652626
535	0.04101745287
536	0.0409154703
537	0.04076116275
538	0.04062536335
539	0.04052994448
540	0.04039202587
541	0.04031276432
542	0.04018967643
543	0.04009143962
544	0.03996274351
545	0.03987736887
546	0.03976723685
547	0.03966921095
548	0.03957345303
549	0.0395312994
550	0.03948934013
551	0.03943705588
552	0.03936979479
553	0.03928211719
554	0.03918620314
555	0.03907575671
556	0.03899141919
557	0.03893324827
558	0.03884488683
559	0.03876452448
560	0.03867170875
561	0.03859202525
562	0.03851168028
563	0.03844446802
564	0.03833976126
565	0.03825736266
566	0.03812247405
567	0.03807515528
568	0.03797046414
569	0.03787026323
570	0.03776556016
571	0.03770132151
572	0.0376211643
573	0.0375437272
574	0.03748048211
575	0.03743447459
576	0.03739287921
577	0.0373133695
578	0.03724560871
579	0.03719117173
580	0.03715174977
581	0.03704885674
582	0.03690900063
583	0.03682687196
584	0.03674861376
585	0.03660722592
586	0.03652201902
587	0.03641179324
588	0.03632204354
589	0.03623119989
590	0.03615766612
591	0.03607381761
592	0.03602154784
593	0.03593275784
594	0.0358395161
595	0.03572473998
596	0.03561733054
597	0.03553520504
598	0.03542349914
599	0.03533941022
600	0.03527060222
601	0.03519053072
602	0.03512126628
603	0.03503452744
604	0.03496111275
605	0.03481171111
606	0.03475698877
607	0.03469093151
608	0.03459946562
609	0.03455404133
610	0.03450671883
611	0.03443319507
612	0.0343053755
613	0.03422742895
614	0.0341572579
615	0.03407713561
616	0.03399996487
617	0.03393511341
618	0.0338651912
619	0.03376316556
620	0.03369857146
621	0.0336208931
622	0.03357460032
623	0.03347898435
624	0.03341995831
625	0.03336777314
626	0.03334507573
627	0.03324853697
628	0.03318032025
629	0.03307317829
630	0.03300638954
631	0.03291071914
632	0.03282129984
633	0.03278356947
634	0.03273883002
635	0.03265588631
636	0.03256875849
637	0.03246342249
638	0.03234938346
639	0.03228826314
640	0.03225587099
641	0.03217476437
642	0.03208017026
643	0.03198160152
644	0.03190457656
645	0.03184491577
646	0.03179567249
647	0.03173575345
648	0.03165197898
649	0.03157569058
650	0.03152196334
651	0.03143620168
652	0.03136016581
653	0.03130597001
654	0.03123299362
655	0.03117560095
656	0.03114134862
657	0.03107959507
658	0.0310251926
659	0.03096266895
660	0.03090648256
661	0.03086623915
662	0.03078119215
663	0.03073708074
664	0.0306468279
665	0.03063184056
666	0.03058249184
667	0.03052269791
668	0.03045604833
669	0.03038882673
670	0.03031657114
671	0.03026450591
672	0.03022185435
673	0.03014844733
674	0.03006105123
675	0.02999812917
676	0.02994937418
677	0.02991266567
678	0.02985312203
679	0.02978688475
680	0.02970716335
681	0.02964269568
682	0.02958157947
683	0.02953293241
684	0.02944962588
685	0.02938587136
686	0.0293533231
687	0.02929586617
688	0.02920266459
689	0.0291161547
690	0.02904959183
691	0.02902621966
692	0.0289828461
693	0.02890160042
694	0.02884866747
695	0.02877068466
696	0.02871330745
697	0.02865738932
698	0.0285821782
699	0.0285192648
700	0.0284761914
701	0.02838054534
702	0.02835281023
703	0.02833005021
704	0.02827610983
705	0.02820719374
706	0.02817871534
707	0.0281130593
708	0.02805944243
709	0.02799809542
710	0.02794321936
711	0.02787309607
712	0.02782850231
713	0.02778203462
714	0.02773561262
715	0.02769296881
716	0.0275799892
717	0.02755008049
718	0.02748258421
719	0.02744113932
720	0.0273849199
721	0.02733348822
722	0.02727332814
723	0.02725137959
724	0.02720191584
725	0.02714206935
726	0.02706108313
727	0.02701194955
728	0.02695321501
729	0.02690796609
730	0.0268683527
731	0.02681840494
732	0.02674272197
733	0.02667233278
734	0.02664034692
735	0.02658350786
736	0.02652940998
737	0.02649195798
738	0.02644563543
739	0.02639492272
740	0.02633870188
741	0.02628216915
742	0.0262390679
743	0.02618194716
744	0.02613549263
745	0.02608859254
746	0.0260530852
747	0.02601238333
748	0.02596932491
749	0.02593345829
750	0.02589202574
751	0.02583508666
752	0.02580639032
753	0.02577403705
754	0.02573929546
755	0.02569817962
756	0.02564805471
757	0.02558895938
758	0.0255546502
759	0.0255291609
760	0.02545781003
761	0.02539108362
762	0.02533232814
763	0.02529924474
764	0.02524909856
765	0.02517913828
766	0.02511095127
767	0.02503605344
768	0.0249695432
769	0.02493761393
770	0.02486957346
771	0.02484972313
772	0.02480871501
773	0.02474565392
774	0.02470435138
775	0.02464862817
776	0.02459764463
777	0.02455714631
778	0.02451433257
779	0.02446254651
780	0.02441533031
781	0.02437510131
782	0.0243345197
783	0.02430353863
784	0.02426262738
785	0.02420507489
786	0.02418178683
787	0.02413212674
788	0.02404460902
789	0.02399808684
790	0.02397376789
791	0.02393281078
792	0.02386785013
793	0.02380517155
794	0.02374908177
795	0.02368386679
796	0.02363347398
797	0.02363147826
798	0.0235916561
799	0.02355098235
800	0.02348091512
801	0.02344488487
802	0.02339758705
803	0.02334553381
804	0.02331682652
805	0.02324431654
806	0.02320435667
807	0.02317366462
808	0.0231136203
809	0.02306535495
810	0.02299664158
811	0.02295155373
812	0.02292416327
813	0.02285616627
814	0.02281958602
815	0.02278772675
816	0.02273614757
817	0.02269897959
818	0.02264764467
819	0.0225889744
820	0.02254966677
821	0.02249457211
822	0.02245754032
823	0.02238354037
824	0.02233243028
825	0.02227946894
826	0.02224576726
827	0.02221947166
828	0.022175521
829	0.02215885809
830	0.02210848201
831	0.02208975396
832	0.02206844917
833	0.02201449813
834	0.0219464892
835	0.02190313883
836	0.0218717105
837	0.02181119102
838	0.02176133853
839	0.0217090846
840	0.02164362819
841	0.02159136594
842	0.02154806389
843	0.02149493739
844	0.0214697686
845	0.0214382513
846	0.02140706672
847	0.02134593316
848	0.02129979522
849	0.02126897857
850	0.02122384797
851	0.02121179999
852	0.02118678874
853	0.02116124323
854	0.02112792318
855	0.02107822163
856	0.02104462484
857	0.02098438165
858	0.02093726215
859	0.02088036616
860	0.0208349361
861	0.02079417946
862	0.02075071487
863	0.02069398625
864	0.02065207945
865	0.02060539396
866	0.02056305667
867	0.0205268528
868	0.02049113657
869	0.02043118302
870	0.02037096185
871	0.02032560953
872	0.0202749927
873	0.02025403086
874	0.02019515005
875	0.02012483223
876	0.02007221149
877	0.02005124685
878	0.02000716748
879	0.01998012576
880	0.01994979929
881	0.01990842465
882	0.01987940113
883	0.01985206964
884	0.01983047085
885	0.01977596228
886	0.0197308156
887	0.01970442547
888	0.01966457448
889	0.0196116148
890	0.01956123461
891	0.01951109314
892	0.01947688179
893	0.01944434275
894	0.01941030087
895	0.01936733893
896	0.01934540431
897	0.01931984006
898	0.01928434451
899	0.01922681686
900	0.01918291031
901	0.01914402481
902	0.01910508262
903	0.01906085753
904	0.01903644195
905	0.01899816189
906	0.01897464359
907	0.01893059524
908	0.01887981057
909	0.01884294935
910	0.01882034487
911	0.01880367727
912	0.01876101951
913	0.01873823333
914	0.01871348896
915	0.01868763155
916	0.01864681084
917	0.01861881544
918	0.01857932549
919	0.0185569133
920	0.01854031841
921	0.01849806095
922	0.01847168036
923	0.01844539322
924	0.01841264915
925	0.018377108
926	0.0183296409
927	0.01827985046
928	0.01825352383
929	0.01822766094
930	0.01819092246
931	0.01815481447
932	0.01812554637
933	0.018096421
934	0.01805775248
935	0.01802424214
936	0.01802256039
937	0.01800336117
938	0.01796644412
939	0.01792682434
940	0.0178790013
941	0.01784997196
942	0.0178304011
943	0.01778873687
944	0.0177420537
945	0.01770334087
946	0.01766813384
947	0.01764760774
948	0.01762921297
949	0.01761087628
950	0.01756321742
951	0.01754251336
952	0.01751081182
953	0.01749202655
954	0.01745670704
955	0.01743818251
956	0.01740158148
957	0.01736837069
958	0.01731870593
959	0.01728517955
960	0.01726933466
961	0.01725204761
962	0.0172195973
963	0.01718962607
964	0.01715219477
965	0.01713453144
966	0.01710445455
967	0.01707073971
968	0.01704780195
969	0.01700981131
970	0.01700758474
971	0.01697879797
972	0.01695750634
973	0.01692841978
974	0.01692185651
975	0.01688232536
976	0.01684840625
977	0.01681093991
978	0.01678194296
979	0.0167720745
980	0.01673519624
981	0.01673359677
982	0.01668642195
983	0.01667354512
984	0.01665472856
985	0.01661635499
986	0.01658526012
987	0.01656142093
988	0.01654389711
989	0.01651275681
990	0.01650952706
991	0.01647725746
992	0.01644195129
993	0.01640339603
994	0.01638720866
995	0.01635470868
996	0.0163291388
997	0.01630478865
998	0.01627252664
999	0.01624065972
